Variable 1,Variable 2,Correlation,Full Question Variable 1,Full Question Variable 2,Fully written question
35: LitQ01[SQ010],87: PEUQ01[SQ003],0.537467072,Please rate your ability regarding the following statements: [I can assess what advantages and disadvantages the use of an LLM entails.],To what extent do you agree or disagree with the following statements? [My interaction with LLMs is clear and understandable.],
58: ILQ01[SQ006],63: ILQ01[SQ011],0.536907216,"Please rate your agreement with the following statements: [After finishing a task, I think about how to solve the next one more efficiently and more precisely.]",Please rate your agreement with the following statements: [I ask my colleagues about the methods and tricks they use at work.],
66: ILQ01[SQ014],67: ILQ01[SQ015],0.535840844,Please rate your agreement with the following statements: [I want to learn something new at work for myself because then I can pursue my career at the company.],Please rate your agreement with the following statements: [I want to learn something new for myself because then I can solve problems at work faster.],
14: G01Q31,20: DemQ51[SQ001],0.535735961,How many years of total work experience do you have in your current field or industry?,Please rate the extent to which your main occupation involves the following: [Making significant decisions that affect my team/department/organization.],
55: ILQ01[SQ003],85: PEUQ01[SQ001],0.535726425,Please rate your agreement with the following statements: [I consult LLMs when I am not sure about how well I solved a task myself.],To what extent do you agree or disagree with the following statements? [Learning to use LLMs is easy for me. ],
89: PEUQ01[SQ005],93: PUQ01[SQ003],0.535721387,To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],To what extent do you agree or disagree with the following statements? [Using LLMs in my job increases my productivity.],
31: LitQ01[SQ006],35: LitQ01[SQ010],0.534962627,Please rate your ability regarding the following statements: [I can communicate gainfully with LLMs in everyday life.],Please rate your ability regarding the following statements: [I can assess what advantages and disadvantages the use of an LLM entails.],
30: LitQ01[SQ005],37: LitQ01[SQ012],0.533111505,"Please rate your ability regarding the following statements: [In everyday life, I can work together gainfully with an LLM.]",Please rate your ability regarding the following statements: [I can imagine possible future uses of LLMs.],
55: ILQ01[SQ003],96: PUQ01[SQ006],0.532956282,Please rate your agreement with the following statements: [I consult LLMs when I am not sure about how well I solved a task myself.],To what extent do you agree or disagree with the following statements? [I find LLMs useful in my job.],
87: PEUQ01[SQ003],91: PUQ01[SQ001],0.532342828,To what extent do you agree or disagree with the following statements? [My interaction with LLMs is clear and understandable.],To what extent do you agree or disagree with the following statements? [Using LLMs in my job enables me to accomplish tasks more quickly.],
27: LitQ01[SQ002],86: PEUQ01[SQ002],0.532132738,Please rate your ability regarding the following statements: [I can use LLM applications to make my everyday life easier.],To what extent do you agree or disagree with the following statements? [I find it easy to get LLMs to do what I want it to do.],
40: LitQ01[SQ015],85: PEUQ01[SQ001],0.531964982,Please rate your ability regarding the following statements: [I can distinguish if I interact with an LLM or a real human.],To what extent do you agree or disagree with the following statements? [Learning to use LLMs is easy for me. ],
27: LitQ01[SQ002],94: PUQ01[SQ004],0.531402338,Please rate your ability regarding the following statements: [I can use LLM applications to make my everyday life easier.],To what extent do you agree or disagree with the following statements? [Using LLMs enhance my effectiveness on the job.],
87: PEUQ01[SQ003],97: PUQ01[SQ007],0.530873095,To what extent do you agree or disagree with the following statements? [My interaction with LLMs is clear and understandable.],To what extent do you agree or disagree with the following statements? [I trust the information generated by LLMs in my job.],
48: GTCQ02[SQ001],63: ILQ01[SQ011],0.530144461,The tasks I solve with colleagues... [... include much variety.],Please rate your agreement with the following statements: [I ask my colleagues about the methods and tricks they use at work.],
58: ILQ01[SQ006],78: CommQ01[SQ001],0.529769627,"Please rate your agreement with the following statements: [After finishing a task, I think about how to solve the next one more efficiently and more precisely.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community* members to create innovative solutions for problems that occur in work.]",
32: LitQ01[SQ007],39: LitQ01[SQ014],0.528026695,"Please rate your ability regarding the following statements: [I know the most important concepts of the topic ""artificial intelligence"".]",Please rate your ability regarding the following statements: [I can distinguish devices that use LLMs from devices that do not.],
28: LitQ01[SQ003],94: PUQ01[SQ004],0.527187125,Please rate your ability regarding the following statements: [I can use LLMs meaningfully to achieve my everyday goals.],To what extent do you agree or disagree with the following statements? [Using LLMs enhance my effectiveness on the job.],
70: OrgQ01[SQ001],73: OrgQ01[SQ004],0.527063541,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I express ideas and thoughts in organizational meetings.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I keep others updated with important organizational information through personal conversation. ],
31: LitQ01[SQ006],89: PEUQ01[SQ005],0.526058036,Please rate your ability regarding the following statements: [I can communicate gainfully with LLMs in everyday life.],To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],
78: CommQ01[SQ001],84: CommQ01[SQ007],0.525773058,"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community* members to create innovative solutions for problems that occur in work.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I share ideas and thoughts on specific topics through company supported online community-of-practice system.]",
48: GTCQ02[SQ001],58: ILQ01[SQ006],0.525530992,The tasks I solve with colleagues... [... include much variety.],"Please rate your agreement with the following statements: [After finishing a task, I think about how to solve the next one more efficiently and more precisely.]",
25: DemQ51[SQ006],75: OrgQ01[SQ006],0.52532515,Please rate the extent to which your main occupation involves the following: [Accountability for meeting specific targets or outcomes.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share experiences that may help others avoid risks and trouble through personal conversation.],
55: ILQ01[SQ003],97: PUQ01[SQ007],0.524692735,Please rate your agreement with the following statements: [I consult LLMs when I am not sure about how well I solved a task myself.],To what extent do you agree or disagree with the following statements? [I trust the information generated by LLMs in my job.],
54: ILQ01[SQ002],59: ILQ01[SQ007],0.52436404,Please rate your agreement with the following statements: [I closely inspect how LLMs solve tasks to improve my own solutions.],"Please rate your agreement with the following statements: [While solving a task, I want to learn something from LLMs, so that I can use that knowledge to solve the following task better.]",
33: LitQ01[SQ008],38: LitQ01[SQ013],0.524325731,Please rate your ability regarding the following statements: [I know definitions of artificial intelligence.],Please rate your ability regarding the following statements: [I can tell if I am dealing with an application based on LLMs. ],
31: LitQ01[SQ006],34: LitQ01[SQ009],0.524062279,Please rate your ability regarding the following statements: [I can communicate gainfully with LLMs in everyday life.],Please rate your ability regarding the following statements: [I can assess what the limitations and opportunities of using an LLM are.],
44: GTCQ01[SQ002],89: PEUQ01[SQ005],0.523968624,The tasks I solve using LLMs... [... mainly consist of solving complex problems.],To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],
27: LitQ01[SQ002],89: PEUQ01[SQ005],0.523425783,Please rate your ability regarding the following statements: [I can use LLM applications to make my everyday life easier.],To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],
46: GTCQ01[SQ004],71: OrgQ01[SQ002],0.522150469,The tasks I solve using LLMs... [... require the assessment of a large amount of information/alternatives.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I engage in long-term coaching relationships with junior employees. ],
70: OrgQ01[SQ001],72: OrgQ01[SQ003],0.521750083,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I express ideas and thoughts in organizational meetings.],"Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in personal conversation (e.g., discussion in hallway, over lunch, through call) with others to help them with their work-related problems. ]",
71: OrgQ01[SQ002],77: OrgQ01[SQ008],0.521110785,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I engage in long-term coaching relationships with junior employees. ],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in e-mail communication with others to help them with their work-related problems.],
56: ILQ01[SQ004],88: PEUQ01[SQ004],0.520806751,Please rate your agreement with the following statements: [I consult LLMs about which methods and tricks can be used for solving tasks.],To what extent do you agree or disagree with the following statements? [I find LLMs to be clear and understandable.],
33: LitQ01[SQ008],35: LitQ01[SQ010],0.520421442,Please rate your ability regarding the following statements: [I know definitions of artificial intelligence.],Please rate your ability regarding the following statements: [I can assess what advantages and disadvantages the use of an LLM entails.],
15: DemG055[SQ001],83: CommQ01[SQ006],0.520399224,How long have you been in your current role/position? [Years],"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I send related information to members through community e-mail list.]",
89: PEUQ01[SQ005],91: PUQ01[SQ001],0.520059743,To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],To what extent do you agree or disagree with the following statements? [Using LLMs in my job enables me to accomplish tasks more quickly.],
41: UseQ01[SQ001],94: PUQ01[SQ004],0.519409925,How often do you use generative AI tools (such as ChatGPT) at work? [],To what extent do you agree or disagree with the following statements? [Using LLMs enhance my effectiveness on the job.],
63: ILQ01[SQ011],72: OrgQ01[SQ003],0.518800347,Please rate your agreement with the following statements: [I ask my colleagues about the methods and tricks they use at work.],"Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in personal conversation (e.g., discussion in hallway, over lunch, through call) with others to help them with their work-related problems. ]",
35: LitQ01[SQ010],89: PEUQ01[SQ005],0.516959658,Please rate your ability regarding the following statements: [I can assess what advantages and disadvantages the use of an LLM entails.],To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],
34: LitQ01[SQ009],90: PEUQ01[SQ006],0.516333775,Please rate your ability regarding the following statements: [I can assess what the limitations and opportunities of using an LLM are.],To what extent do you agree or disagree with the following statements? [I find LLMs easy to use.],
30: LitQ01[SQ005],89: PEUQ01[SQ005],0.515437372,"Please rate your ability regarding the following statements: [In everyday life, I can work together gainfully with an LLM.]",To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],
22: DemQ51[SQ003],78: CommQ01[SQ001],0.515181407,Please rate the extent to which your main occupation involves the following: [Supervising or leading other employees.],"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community* members to create innovative solutions for problems that occur in work.]",
50: GTCQ02[SQ003],74: OrgQ01[SQ005],0.515006974,The tasks I solve with colleagues... [... hardly consist of routine work.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share passion and excitement on some specific subjects with others through personal conversation.],
56: ILQ01[SQ004],93: PUQ01[SQ003],0.514762673,Please rate your agreement with the following statements: [I consult LLMs about which methods and tricks can be used for solving tasks.],To what extent do you agree or disagree with the following statements? [Using LLMs in my job increases my productivity.],
28: LitQ01[SQ003],96: PUQ01[SQ006],0.513389759,Please rate your ability regarding the following statements: [I can use LLMs meaningfully to achieve my everyday goals.],To what extent do you agree or disagree with the following statements? [I find LLMs useful in my job.],
25: DemQ51[SQ006],58: ILQ01[SQ006],0.513000518,Please rate the extent to which your main occupation involves the following: [Accountability for meeting specific targets or outcomes.],"Please rate your agreement with the following statements: [After finishing a task, I think about how to solve the next one more efficiently and more precisely.]",
56: ILQ01[SQ004],94: PUQ01[SQ004],0.512608563,Please rate your agreement with the following statements: [I consult LLMs about which methods and tricks can be used for solving tasks.],To what extent do you agree or disagree with the following statements? [Using LLMs enhance my effectiveness on the job.],
55: ILQ01[SQ003],87: PEUQ01[SQ003],0.512589419,Please rate your agreement with the following statements: [I consult LLMs when I am not sure about how well I solved a task myself.],To what extent do you agree or disagree with the following statements? [My interaction with LLMs is clear and understandable.],
32: LitQ01[SQ007],89: PEUQ01[SQ005],0.512129906,"Please rate your ability regarding the following statements: [I know the most important concepts of the topic ""artificial intelligence"".]",To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.],
62: ILQ01[SQ010],75: OrgQ01[SQ006],0.511838087,Please rate your agreement with the following statements: [I ask my colleagues when I am not sure how well I worked.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share experiences that may help others avoid risks and trouble through personal conversation.],
44: GTCQ01[SQ002],97: PUQ01[SQ007],0.511754333,The tasks I solve using LLMs... [... mainly consist of solving complex problems.],To what extent do you agree or disagree with the following statements? [I trust the information generated by LLMs in my job.],
48: GTCQ02[SQ001],61: ILQ01[SQ009],0.511721297,The tasks I solve with colleagues... [... include much variety.],Please rate your agreement with the following statements: [I look at how others work in the company to improve my work.],
77: OrgQ01[SQ008],84: CommQ01[SQ007],0.511246644,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in e-mail communication with others to help them with their work-related problems.],"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I share ideas and thoughts on specific topics through company supported online community-of-practice system.]",
55: ILQ01[SQ003],91: PUQ01[SQ001],0.510854086,Please rate your agreement with the following statements: [I consult LLMs when I am not sure about how well I solved a task myself.],To what extent do you agree or disagree with the following statements? [Using LLMs in my job enables me to accomplish tasks more quickly.],
70: OrgQ01[SQ001],75: OrgQ01[SQ006],0.509796156,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I express ideas and thoughts in organizational meetings.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share experiences that may help others avoid risks and trouble through personal conversation.],
63: ILQ01[SQ011],65: ILQ01[SQ013],0.508989485,Please rate your agreement with the following statements: [I ask my colleagues about the methods and tricks they use at work.],"Please rate your agreement with the following statements: [When I have finished a new task, I think about what I still could do better next time.]",
38: LitQ01[SQ013],87: PEUQ01[SQ003],0.508355531,Please rate your ability regarding the following statements: [I can tell if I am dealing with an application based on LLMs. ],To what extent do you agree or disagree with the following statements? [My interaction with LLMs is clear and understandable.],
28: LitQ01[SQ003],35: LitQ01[SQ010],0.507745151,Please rate your ability regarding the following statements: [I can use LLMs meaningfully to achieve my everyday goals.],Please rate your ability regarding the following statements: [I can assess what advantages and disadvantages the use of an LLM entails.],
32: LitQ01[SQ007],34: LitQ01[SQ009],0.507618676,"Please rate your ability regarding the following statements: [I know the most important concepts of the topic ""artificial intelligence"".]",Please rate your ability regarding the following statements: [I can assess what the limitations and opportunities of using an LLM are.],
43: GTCQ01[SQ001],59: ILQ01[SQ007],0.507273432,The tasks I solve using LLMs... [... include much variety.],"Please rate your agreement with the following statements: [While solving a task, I want to learn something from LLMs, so that I can use that knowledge to solve the following task better.]",
30: LitQ01[SQ005],36: LitQ01[SQ011],0.507053967,"Please rate your ability regarding the following statements: [In everyday life, I can work together gainfully with an LLM.]",Please rate your ability regarding the following statements: [I can think of new uses for LLMs.],
77: OrgQ01[SQ008],81: CommQ01[SQ004],0.506934265,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in e-mail communication with others to help them with their work-related problems.],"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community members to work to encourage excellence in community’s practice.]",
45: GTCQ01[SQ003],57: ILQ01[SQ005],0.505512721,The tasks I solve using LLMs... [... hardly consist of routine work.],"Please rate your agreement with the following statements: [Before starting with a new task, I think about how to solve it in the best way possible.]",
22: DemQ51[SQ003],25: DemQ51[SQ006],0.504924138,Please rate the extent to which your main occupation involves the following: [Supervising or leading other employees.],Please rate the extent to which your main occupation involves the following: [Accountability for meeting specific targets or outcomes.],
76: OrgQ01[SQ007],77: OrgQ01[SQ008],0.504505607,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I have online chats with others to help them with their work-related problems.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in e-mail communication with others to help them with their work-related problems.],
30: LitQ01[SQ005],90: PEUQ01[SQ006],0.503440083,"Please rate your ability regarding the following statements: [In everyday life, I can work together gainfully with an LLM.]",To what extent do you agree or disagree with the following statements? [I find LLMs easy to use.],
48: GTCQ02[SQ001],82: CommQ01[SQ005],0.502793654,The tasks I solve with colleagues... [... include much variety.],"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I support personal development of new community members.]",
71: OrgQ01[SQ002],75: OrgQ01[SQ006],0.502195351,Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I engage in long-term coaching relationships with junior employees. ],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share experiences that may help others avoid risks and trouble through personal conversation.],
23: DemQ51[SQ004],24: DemQ51[SQ005],0.502031656,Please rate the extent to which your main occupation involves the following: [Responsibility for key projects or deliverables.],Please rate the extent to which your main occupation involves the following: [Autonomy in how I carry out my work.],
61: ILQ01[SQ009],73: OrgQ01[SQ004],0.501543594,Please rate your agreement with the following statements: [I look at how others work in the company to improve my work.],Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I keep others updated with important organizational information through personal conversation. ],
43: GTCQ01[SQ001],92: PUQ01[SQ002],0.500893947,The tasks I solve using LLMs... [... include much variety.],To what extent do you agree or disagree with the following statements? [Using LLMs improves my job performance.],
34: LitQ01[SQ009],96: PUQ01[SQ006],0.500203045,Please rate your ability regarding the following statements: [I can assess what the limitations and opportunities of using an LLM are.],To what extent do you agree or disagree with the following statements? [I find LLMs useful in my job.],
16: DemG055[SQ002],68: WrittQ01[SQ001],-0.507566951,How long have you been in your current role/position? [Months],Written contributions  Please indicate how often you engage in the following written knowledge-sharing activities with colleagues.  [I share documentation from personal files related to current work.],
14: G01Q31,34: LitQ01[SQ009],-0.519779436,How many years of total work experience do you have in your current field or industry?,Please rate your ability regarding the following statements: [I can assess what the limitations and opportunities of using an LLM are.],1: How many years of total work experience do you have in your current field or industry? 2: I can assess what the limitations and opportunities of using an LLM are.
20: DemQ51[SQ001],26: LitQ01[SQ001],-0.541663193,Please rate the extent to which your main occupation involves the following: [Making significant decisions that affect my team/department/organization.],Please rate your ability regarding the following statements: [I can operate LLM applications in everyday life.],1: Making significant decisions that affect my team/department/organization. 2: I can operate LLM applications in everyday life.
40: LitQ01[SQ015],79: CommQ01[SQ002],-0.544048943,Please rate your ability regarding the following statements: [I can distinguish if I interact with an LLM or a real human.],"Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community members to share own experience and practice on specific topics with common interests.]",1: I can distinguish if I interact with an LLM or a real human. 2: I meet with community members to share own experience and practice on specific topics with common interests.
40: LitQ01[SQ015],46: GTCQ01[SQ004],-0.550502506,Please rate your ability regarding the following statements: [I can distinguish if I interact with an LLM or a real human.],The tasks I solve using LLMs... [... require the assessment of a large amount of information/alternatives.],1: I can distinguish if I interact with an LLM or a real human. 2: The tasks I solve using LLMs require the assessment of a large amount of information/alternatives.
